,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.6473425388336181,0.058359474160502994,0.021557331085205078,0.011957530908811756,5,{'n_components': 5},-92694.22317799611,-49645.95696545715,-67071.90771495168,-72724.33992222685,-54932.93737074651,-67413.87303027566,15092.294051617771,1
1,0.9066682815551758,0.0506596943823484,0.03151483535766601,0.016783279846103845,10,{'n_components': 10},-130035.24719360712,-85830.3409797315,-103399.69143586383,-108838.46781640063,-91116.8972592811,-103844.12893697685,15476.398830568118,2
2,1.0688538551330566,0.04899035840651757,0.038843631744384766,0.018369294961024442,15,{'n_components': 15},-182480.26056236023,-138388.9630980866,-154778.2996920143,-161026.05084997136,-143923.38045287872,-156119.39093106225,15387.527596816124,3
3,1.1913629055023194,0.0963219447734869,0.046370315551757815,0.018628808499491747,20,{'n_components': 20},-245816.8220869362,-201556.31853554345,-218484.66728263604,-224839.8889539253,-206389.55341570787,-219417.45005494976,15594.523917022774,4
4,1.6804775238037108,0.2661453876178586,0.06204767227172851,0.0237161310378793,25,{'n_components': 25},-317925.9625509837,-273850.62450769974,-290817.0024998076,-297428.09501842916,-278940.827574805,-291792.50243034505,15509.647138436032,5
5,1.7895719051361083,0.11936356401450114,0.06873941421508789,0.02782410777518791,30,{'n_components': 30},-397523.27055207174,-353072.3012002631,-370003.5579923085,-375736.9418201731,-357686.5780387018,-370804.5299207036,15654.864682104146,6
6,1.9257921695709228,0.06432556971802512,0.07675399780273437,0.030299442809608883,35,{'n_components': 35},-482522.0327158234,-437905.7884059719,-454305.6011175996,-460415.9878449955,-442316.397177837,-455493.1614524455,15742.599584800262,7
7,1.9131175994873046,0.22500456379636005,0.06553435325622559,0.040723301386610095,40,{'n_components': 40},-572629.1563404436,-528570.5452250912,-544885.9254875727,-551096.6849040324,-533323.8236347992,-546101.2271183878,15496.770197552802,8
